"","genus","Aging_16S_negative_CTRL_S48_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_100_S51_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_101_S54_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_102_S55_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_103_S69_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_104_S70_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_105_S82_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_106_S83_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_107_S85_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_108_S86_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_109_S87_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_200_S49_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_201_S50_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_202_S52_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_203_S53_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_204_S56_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_205_S65_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_206_S66_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_207_S71_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_208_S72_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_209_S84_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_300_S67_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_301_S68_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_302_S81_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_100_S59_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_101_S62_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_102_S63_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_103_S77_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_104_S78_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_105_S89_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_106_S90_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_107_S92_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_108_S93_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_109_S94_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_200_S57_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_201_S58_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_202_S60_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_203_S61_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_204_S64_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_205_S73_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_206_S74_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_207_S79_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_208_S80_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_209_S91_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_300_S75_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_301_S76_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_302_S88_L001.clean.fasta","Aging_16S_stool1_14_194J_100_S5_L001.clean.fasta","Aging_16S_stool1_14_194J_101_S11_L001.clean.fasta","Aging_16S_stool1_14_194J_102_S13_L001.clean.fasta","Aging_16S_stool1_14_194J_103_S25_L001.clean.fasta","Aging_16S_stool1_14_194J_104_S27_L001.clean.fasta","Aging_16S_stool1_14_194J_105_S35_L001.clean.fasta","Aging_16S_stool1_14_194J_106_S37_L001.clean.fasta","Aging_16S_stool1_14_194J_107_S41_L001.clean.fasta","Aging_16S_stool1_14_194J_108_S43_L001.clean.fasta","Aging_16S_stool1_14_194J_109_S45_L001.clean.fasta","Aging_16S_stool1_14_194J_200_S1_L001.clean.fasta","Aging_16S_stool1_14_194J_201_S3_L001.clean.fasta","Aging_16S_stool1_14_194J_202_S7_L001.clean.fasta","Aging_16S_stool1_14_194J_203_S9_L001.clean.fasta","Aging_16S_stool1_14_194J_204_S15_L001.clean.fasta","Aging_16S_stool1_14_194J_205_S17_L001.clean.fasta","Aging_16S_stool1_14_194J_206_S19_L001.clean.fasta","Aging_16S_stool1_14_194J_207_S29_L001.clean.fasta","Aging_16S_stool1_14_194J_208_S31_L001.clean.fasta","Aging_16S_stool1_14_194J_209_S39_L001.clean.fasta","Aging_16S_stool1_14_194J_300_S21_L001.clean.fasta","Aging_16S_stool1_14_194J_301_S23_L001.clean.fasta","Aging_16S_stool1_14_194J_302_S33_L001.clean.fasta","Aging_16S_stool2_14_194J_100_S6_L001.clean.fasta","Aging_16S_stool2_14_194J_101_S12_L001.clean.fasta","Aging_16S_stool2_14_194J_102_S14_L001.clean.fasta","Aging_16S_stool2_14_194J_103_S26_L001.clean.fasta","Aging_16S_stool2_14_194J_104_S28_L001.clean.fasta","Aging_16S_stool2_14_194J_105_S36_L001.clean.fasta","Aging_16S_stool2_14_194J_106_S38_L001.clean.fasta","Aging_16S_stool2_14_194J_107_S42_L001.clean.fasta","Aging_16S_stool2_14_194J_108_S44_L001.clean.fasta","Aging_16S_stool2_14_194J_109_S46_L001.clean.fasta","Aging_16S_stool2_14_194J_200_S2_L001.clean.fasta","Aging_16S_stool2_14_194J_201_S4_L001.clean.fasta","Aging_16S_stool2_14_194J_202_S8_L001.clean.fasta","Aging_16S_stool2_14_194J_203_S10_L001.clean.fasta","Aging_16S_stool2_14_194J_204_S16_L001.clean.fasta","Aging_16S_stool2_14_194J_205_S18_L001.clean.fasta","Aging_16S_stool2_14_194J_206_S20_L001.clean.fasta","Aging_16S_stool2_14_194J_207_S30_L001.clean.fasta","Aging_16S_stool2_14_194J_208_S32_L001.clean.fasta","Aging_16S_stool2_14_194J_209_S40_L001.clean.fasta","Aging_16S_stool2_14_194J_300_S22_L001.clean.fasta","Aging_16S_stool2_14_194J_301_S24_L001.clean.fasta","Aging_16S_stool2_14_194J_302_S34_L001.clean.fasta","Aging_16S_tongue_dorsum_sample_as_negative_CTRL_S47_L001.clean.fasta","Diaz_16S_Mock_community_Pool1_S95_L001.clean.fasta","Diaz_16S_Mock_community_Pool2_S96_L001.clean.fasta"
"74","Massilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121852152721365,0,0,0,0,0,0.000297412511152969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523903077930583,0,0,0,0,0,0.000141342756183746,0,0,0,0,0,0,0,0,0,0,0
"75","Megasphaera",0,0.00168289457867532,0.00375807398708162,0.00714067122309497,0.0346715328467153,0.000722578158870851,9.94134605825629e-05,0.000964087731983611,0,0.0126794258373206,0.0042106020801094,0.00383473527956457,0.00116312881651643,0.000459643316786174,0.00420439844760673,0.0103023703827791,0.00712775123364925,0.000433902227364767,0.000296098897031609,0,0.00179266319793625,0.00184537066496977,0,0.00105769230769231,0.00212780561466127,0.00301997831810438,0.00778453084672384,0.0332527206771463,0.000822212383783442,0,0.000564971751412429,0,0.0111194029850746,0.00465364292985603,0.00234588817933012,0.000928074245939675,0.000376945983640544,0.00219683655536028,0.00839793281653747,0.0057378374010021,0.000157878118092832,0.000273537939712238,0.000194502074688797,0.00223140495867769,0.00215329402717252,0,0.00082687338501292,0,0,0,0,0,0,0,0,0,0,0,0.000102522042239081,0,0,0,0.000138083402375035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Methylobacillus",0,0,0,0,0,0,0,0,0.00177438067289975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73994350832765e-05,0.000203086921202275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294840294840295,0.000392927308447937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Methylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167518217606165,0.000234980809900525,0,0.000555185431934266,0,0,0.000127266942411709,0,0,0,0,0,0,0,0,0,0.00119513976495585,0,0,0,0,0,0,0,0,0,0.000437660703539581,0,0,0.000256344527044348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Mobiluncus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491964578550344,0,0,0,0,0,0.000812347684809098,0,0,0.000922698380151733,0,0,0,0,0.00185349343218632,0,0,0,0.00147574248293673,0.000481289856816268,0.00109649122807018,0,0,0.000774068698597,0,0,0,0,0,6.54878847413229e-05,0,0,0.00130670151204032,0,0,0,0,0.00144913052168699,0,0,0,0.00112320718852601,0.000679611650485437,0.00105693348365276,0,0,0
"79","Mogibacterium",0,0.000961654044957327,0,0.00193818218912578,0.018978102189781,0.00014451563177417,0,0.00152647224230738,0,0.000837320574162679,0.00572210026271278,0.00136071251855517,0.00290782204129107,0.000505607648464791,0.00323415265200517,0.00276405059050172,0.0028197697188063,0.000144634075788256,0.000888296691094825,0,0.00135542827161034,0.000763601654470251,0.000294732329457157,0.000288461538461538,0.000686388907955247,0.000464612048939136,0.00104071268004329,0.017130189439742,0.000822212383783442,0,0.00169491525423729,0,0.000895522388059702,0.00659266081729604,0.0027368695425518,0.00348027842227378,0.000414640582004599,0.00615114235500879,0.0022609819121447,0.00355584289639567,0.000157878118092832,0.000601783467366924,0.000453838174273859,0.00115702479338843,0.000717764675724173,0.000207168013258753,0.00041343669250646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184467810367091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Moraxella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194174757281553,0,0,0.0542524730915199,0.0554375120726289
"81","Moryella",0,0.00156268782305566,0.00469759248385203,0.00581454656737733,0.00474452554744526,0.0021195625993545,0.000198826921165126,0.00144613159797542,0,0.00466507177033493,0.0108324036419909,0.00667986145472538,0.00746340990598042,0,0.0449547218628719,0.00594689672501885,0.00195817341583771,0,0.000740247242579021,0,0.00174893970530366,0.00108176901049952,0.0100476930496758,0.00182692307692308,0.00281419452261651,0.0045686851479015,0.00507867787861127,0.00745667069729948,0.00246663715135033,0.000176678445229682,0.000847457627118644,0,0.00522388059701493,0.0131853216345921,0.00742864590121204,0.00951276102088167,0,0.0531634446397188,0.00645994832041344,0.00145466300307096,0,0.000437660703539581,0.00058350622406639,0.00140495867768595,0.000615226864906434,0.0109108486982943,0.00320413436692506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110791048083315,0,0,6.01612321020335e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Mycoplasma",0,0.000721240533717995,0,0.00112210547791492,0.000364963503649635,0.00192687509032227,0,0.00152647224230739,0,0.00131578947368421,0.000215928311800482,0.00383473527956457,0.00145391102064554,0,0.000646830530401035,0.00469051009297261,0.0137855408474974,0,0.0123251165889407,0,0.000830746360019238,0,0,0.00105769230769231,0.000205916672386574,0,0.00108234118724502,0,0.00151793055467712,0.000176678445229682,0.00141242937853107,0,0.000447761194029851,0.000242377235930001,0.00417046787436466,0.00185614849187935,0,0.000219683655536028,0.00468346253229974,0.0119605624696945,0,0.0120356693473385,0.00129668049792531,0.000206611570247934,0,0,0.00103359173126615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6400552963539e-05,0,0,0,0,0
"83","Neisseria",0,0.0641904075009015,0.0878449794480329,0.018871773946751,0.00693430656934307,0.0429693145141867,0.0358882592703052,0.0600948019603117,0.000682454104961441,0.0192583732057416,0.0180300140353403,0.0259772389905987,0.00348938644954929,0.0665103879389594,0.0695342820181113,0.000418795544015412,0.0143338294039321,0.0269019380966156,0.149492930638833,0.0769230769230769,0.0292947400638363,0.199681832643971,0.0217566046835647,0,0.0594412794289245,0.0910639615920707,0.0186079427191741,0.00181378476420798,0.0456644108532034,0.0312720848056536,0.0610169491525424,6.63966536086581e-05,0.0195522388059702,0.0196810315575162,0.027368695425518,0.00301624129930395,0.0618568359154133,0.0599736379613357,0.000322997416020672,0.015273961532245,0.0243132301862961,0.142075605886536,0.00447354771784232,0.0298347107438016,0.197949243783645,0.0199571852772598,0,0,0.000313971742543171,0,0,0.000110680686220255,5.63189907636855e-05,0.000197355437142293,0.00029219830524983,0.000203086921202274,0,0,0,0.000538647993536224,0,9.91375037176564e-05,0,0.000564106696752357,0,0.00022158209616663,6.35849176575316e-05,0.000184467810367091,6.01612321020335e-05,0.000219298245614035,9.87361769352291e-05,0.000119289037337469,0.000483792936623125,0,0.000154762825969202,0,7.3308408474452e-05,0.000196560196560197,6.54878847413229e-05,0,0,0.000186671644577189,0,0,0,0.000197921820880752,0.00069958025184889,0.000268636668905306,9.90785693054592e-05,0.000113778586869951,0.000604803870744773,9.70873786407767e-05,0.000140924464487035,0,0,0
"84","Odoribacter",0,0,0,0,0,0,0,0,0,0.000119617224880383,7.19761039334941e-05,0,9.69274013763691e-05,0,0,0,7.83269366335083e-05,0,3.70123621289511e-05,0,0,0,0,0,6.86388907955247e-05,0,0,0,0,0,0,0.000597569882477923,7.46268656716418e-05,4.84754471860003e-05,0,0,0,0,0,8.08146112817197e-05,0,0,0,0,0,0,0,0.00047192071731949,0,0.00131190554280091,0,0,0,0,0,0,0,0,0,0,0,0.000396550014870625,0,0.00209525344508018,0.000669045495093666,0,0.00127169835315063,0.000737871241468364,0.0140175670797738,0.00153508771929825,0.00118483412322275,0,0.00154813739719401,0,0,0,0,0,0,0,0,0,0,0,0.000706713780918728,0,0.00259844093543873,0.000402955003357958,0,0.00273068608487883,0.00181441161223432,0.00747572815533981,0.00126832018038331,0,0,0
"85","Olsenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446118766729454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282685512367491,0,0,0,0,0,0,0,0,0,0,0
"86","Oribacterium",0,0.0176703930760909,0.0284204345273048,0.0233601958584107,0.0160583941605839,0.0193650946577388,0.00188885575106869,0.00843576765485659,0,0.0271531100478469,0.0238600784539533,0.0204106877783276,0.0240379955413395,0.0149843721272293,0.0310478654592497,0.0330848479772175,0.0112007519385917,0,0.00292397660818713,0,0.0229985571247431,0.0298440979955457,0,0.00778846153846154,0.0194248060951335,0.0316710546693511,0.0216468237449005,0.0165255945183394,0.0197963443172475,0.00176678445229682,0.0096045197740113,0,0.0323134328358209,0.0238983954626981,0.0204613580086016,0.0201856148491879,0.0129669418372347,0.0305360281195079,0.0287467700258398,0.0124454501373848,0.000157878118092832,0.00240713386946769,0.0123184647302905,0.023099173553719,0.0279928223532428,0,0.00971576227390181,0,0,0,0,0,0,0,9.73994350832765e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197921820880752,9.9940035978413e-05,0,0,0,8.6400552963539e-05,0,0,0,6.22161388664219e-05,0
"87","Oscillibacter",0,0.000480827022478664,0.000352319436288902,0.00204019177802713,0,4.81718772580567e-05,0.00894721145243066,0.000482043865991805,0.015628199003617,0.000358851674641149,0.000323892467700723,0,0.000678491809634583,0,0,8.37591088030823e-05,0.00516957781781155,0.000723170378941278,0.000962321415352728,0,0.000174893970530366,0,5.35876962649376e-05,0,0.000892305580341821,7.7435341489856e-05,0.00212305386728832,0,6.32471064448801e-05,0.00706713780918728,0.000282485875706215,0.0208485492331186,7.46268656716418e-05,0.000678656260604004,0,0.00139211136890951,0,0,0,0.00606109584612898,0.00299968424376382,0.00169593522621588,0,0.000165289256198347,0,3.45280022097921e-05,0,0.0106968695925751,0.00565149136577708,0.0111511971138078,0.00158269585861251,0.00210293303818484,0.00703987384546069,0.00315768699427669,0.0122723288204928,0.0119821283509342,0.00254022015241321,0.00713178294573644,0.0125076891531679,0.00834904389981147,0.0111747070046334,0.0135818380093189,0.00952775476387739,0.0135385607220566,0.0256467439785905,0.00753379126966541,0.00858396388376677,0.00959232613908874,0.0194922392010588,0.0435307017543859,0.0138230647709321,0.00530836216151736,0.0199322689888728,0.00167759646179655,0.00177977249864583,0.00500590584397323,0.00153947657796349,0.0122850122850123,0.0102161100196464,0.00327635327635328,0.0110396467313046,0.0145603882770207,0.00857708379151089,0.0195391913259544,0.00522968197879858,0.0119742701632855,0.0149410353787727,0.0274009402283412,0.00525116417318935,0.0149049948799636,0.0105408674615518,0.0151456310679612,0.0436865839909808,0,0.00186648416599266,0.00077264825188333
"88","Parabacteroides",0,0.00060103377809833,0,0.000204019177802714,0,0,0.000497067302912815,0,0.0218385313587661,0.00083732057416268,0.00104365350703566,0,0.00184162062615101,0,0,0,0,0.000144634075788256,0.000111037086386853,0,0.00419745529272878,0.00279987273305759,2.67938481324688e-05,0,0.000274555563182099,0,0.000416285072017317,0,0,0.00106007067137809,0,0.0169975433238165,0.000746268656716418,0.000969508943720005,0.000130327121073895,0.00139211136890951,7.53891967281088e-05,0,0.000161498708010336,0.000484887667690319,0.000947268708556994,0.000109415175884895,0,0.00425619834710744,0.00374263009484748,3.45280022097921e-05,0,0.0229668082428819,0.00847723704866562,0.0204985241062644,0.0266420469533104,0.0156059767570559,0.0255688218067132,0.0274324057627788,0.0393493717736438,0.0356417546709991,0.0431837425910246,0.0457364341085272,0.0293213040803773,0.0137355238351738,0.0205778141182884,0.0104094378903539,0.0602043634355151,0.0266741880892901,0.00512934879571811,0.00066474628849989,0.0353532142175877,0.0407673860911271,0.0294790037299964,0.0274122807017544,0.0227093206951027,0.0097220565430037,0.00764392839864539,0.0268415433887448,0.0194227346591349,0.0245795601552394,0.0247782420643648,0.0301719901719902,0.0349050425671251,0.0396723646723646,0.0600940769895363,0.0302408064215046,0.0141851770398065,0.0109555003388299,0.00593639575971731,0.0677882236516575,0.024935038976614,0.00429818670248489,0.00297235707916378,0.0268517465013084,0.0355106272680145,0.0143689320388349,0.0298759864712515,0,0,0.000193162062970833
"89","Paraprevotella",0,0,0,0,0,0,0,0,6.82454104961441e-05,0,0,0,0,0,0,0,0,0.000289268151576511,0,0,0,0,0,0,6.86388907955247e-05,0,0,0,0,0,0,0.00212469291547706,0,0,0,0,0,0,0,0,0,0.000109415175884895,0,0,0,0,0,0,0,0,0,0,0.00135165577832845,0,0.000584396610499659,0,0,0,0,0,0,0,0,0.0104762672254009,0,0,0.0148788707318624,0.0230584762958864,6.01612321020335e-05,0.000109649122807018,0,0,0,0,0,0.00303729118623095,0,0.00108108108108108,0,0,0,0,0,0,0,0,0.012092744353388,0.000134318334452653,0,0.00910228694959609,0.0181441161223432,0,0,0,0,0
"90","Parasporobacterium",0,0,0,0,0,0,0,0,0.000614208694465297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Parasutterella",0,0,0,0,0,0,0,0,0,0,0.000323892467700723,0,0,0,0,8.37591088030823e-05,0,0,0,0,0,0,0,9.61538461538462e-05,0,0,0,0,0,0,0,0,0,0.000727131707790004,0,0,3.76945983640544e-05,0,0,0,0.000315756236185665,0,0,0,0,0,0,0.00534843479628756,0.0112244897959184,0.000491964578550344,0.0138485887628594,0.00719424460431655,0.0112074791619734,0.0106571936056838,0.00029219830524983,0,0.0101608806096528,0.0127131782945736,0.0055361902809104,0.000134661998384056,0,9.91375037176564e-05,0.0212648439657553,0,0.00669045495093666,0.0180589408375803,0.00947415273097221,0,0.0114306340993864,0.00197368421052632,0.00434439178515008,0.0144339735178337,0.000290275761973875,0.0146408418484063,0.00874409966725992,0.0133303335395692,0.0114361117220145,0.000393120393120393,0,0.0101139601139601,0.0119996160122876,0.00485346275900691,0,0,0,0.0226620484908461,0.000149910053967619,0.00752182672934856,0.0127811354404042,0.00659915803845716,0,0.0107766990291262,0.00218432919954904,0,0,0
"92","Parvimonas",0,0,0.000117439812096301,0.000816076711210854,0,0.000192687509032227,0.000198826921165126,0.000160681288663935,0,0.000358851674641148,3.5988051966747e-05,0,0.000290782204129107,0,0,8.37591088030823e-05,0,0,0.00140646976090014,0,0,0,0,0,6.86388907955247e-05,7.7435341489856e-05,0.000541170593622513,0,0.00012649421288976,0,0,0.000331983268043291,0.000447761194029851,0.000145426341558001,0,0.000696055684454756,0,0,0,0,0,0.00196947316592811,0,0,0,0,0,0,7.84929356357928e-05,0.000163988192850115,0,0,0,0,0,0,0,0,0.000102522042239081,0,0.00367947669664759,0,0.000138083402375035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33358222885944e-05,0,0.0112943302462164,0.000141342756183746,0,0,0,0,0,0,0.000194174757281553,0,0,0,0
"93","Peptococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193408010315094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022986208275035,0,0,0,0.00086400552963539,0,0,0,0,0
"94","Peptostreptococcaceae_incertae_sedis",0,0.000240413511239332,0.000117439812096301,0.000204019177802713,0.000364963503649635,0.00163784382677393,9.94134605825629e-05,0.000241021932995903,0,0.00119617224880383,0.000395868571634217,0.00012370113805047,0,0.000229821658393087,0,0,0.000783269366335083,0,0.000814271966836924,0,0.000131170477897774,0.000127266942411709,0.000803815443974064,9.61538461538462e-05,0.000274555563182099,7.7435341489856e-05,0.000333028057613854,0,0.0012649421288976,0.000353356890459364,0.000282485875706215,0.00185910630104243,0.00171641791044776,0.000339328130302002,0.000260654242147791,0,0.000490029778732708,0,0,0.000242443833845159,0,0.000547075879424476,0,0.000247933884297521,5.12689054088695e-05,0.000656032041986051,0.000103359173126615,0,0,0,0,0.000221361372440509,0,0,0.000389597740333106,0.000609260763606824,0.000423370025402202,0.000310077519379845,0.000205044084478163,0,0.000136276914690651,0.000297412511152969,0,0.000161173341929245,0,0.000886328384666519,0.00038150950594519,0,0.0001804836963061,0,0,0,9.67585873246251e-05,0,0.000309525651938404,0,0,0.000294840294840295,0.000589390962671906,7.12250712250712e-05,9.59969280983009e-05,0.000186671644577189,0,0,0.000282685512367491,9.8960910440376e-05,4.99700179892065e-05,0.000268636668905306,0.000396314277221837,0.00398225054044829,0.000259201658890617,0.0012621359223301,0,0,0,0
"95","Peptostreptococcus",0,0.00144248106743599,0.000939518496770405,0.0030602876670407,0,0.00264945324919312,0.000298240381747689,0.00112476902064755,0,0.000717703349282297,0.000683772987368194,0.00061850569025235,0.000193854802752738,0,0,0,0.00650113574058119,0,0.000888296691094826,0,0.00367277338113769,0.00133630289532294,0,0,0.000960944471137346,0.00178101285426669,0.00258096744650737,0,0.00278287268357473,0.000176678445229682,0.000847457627118644,0,0.00104477611940298,0.000678656260604004,0.000521308484295582,0.000696055684454756,0,0,0,0.00703087118150962,0,0.00142239728650364,0,0.00351239669421488,0.000820302486541912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102522042239081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Phascolarctobacterium",0,0.000961654044957327,0,0.000714067122309497,0,0,0,0.000401703221659838,0.00156964444141132,0,0.000827725195235182,0.00012370113805047,0,0,0,0,0,0,0.000111037086386853,0,0,0,2.67938481324688e-05,0,0.000411833344773148,0,0.000582799100824244,0,0,0,0,0.00610849213199655,7.46268656716418e-05,0.00111493528527801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408997955010225,0,0,0,0,0.0185852669520162,0,0.00633096328041297,0.0105605199025183,0,0,0,0.00565580393213035,0.00763150722267648,0.0360364826013681,0.0110466721900028,0.00282053348376179,0.00892060660124889,0.0199423886549967,6.35849176575316e-05,0.00276701715550636,0.0110095054746721,0.00712719298245614,0.00582543443917851,0,0,0,0,0.0178300241858372,0,0.00481572481572482,0.0154551407989522,0,0,0,0.00582801847371894,0.00734131466004066,0.0315194346289753,0.00920336467095497,0.00314811113332001,0.00805910006715917,0.0143663925492916,0,0.00449282875410403,0.0118446601941748,0.00669391206313416,0,0,0
"97","Phenylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131891321551042,0,0,0,0,0,0.000423370025402202,0.000155038759689922,0.000102522042239081,0.000134661998384056,0,0,0,0,0,0.000332373144249945,0,0,0,0,0,0,0,0,0,0,7.3308408474452e-05,0,6.54878847413229e-05,0,0,9.33358222885944e-05,0,0,0,0,0,0,0.000198157138610918,0,0,0,0,0,0,0
"98","Phocaeicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062015503875969,0,0,0,0.00109051254089422,0,8.05866709646224e-05,0,0.000553955240416574,0,0,0.000481289856816268,0,0,0.000357867112012406,0.00058055152394775,0,0,0,0,0,0,0,0.000575981568589805,0,0,0,0.00183745583038869,0,0,0,0.000396314277221837,0,0,0.00106796116504854,0,0,0,0
"99","Phyllobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201466677411556,0,0,0,0.00147574248293673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129922046771937,0,0,0,0.000691204423708312,0,0,0,0,0
